patient_id_short	cell_type_super	gene	pct.expressed	n_cells
009	Ovarian.cancer.cell	ALDH5A1	0.24770366555069104	23298
009	Ovarian.cancer.cell	ALDH6A1	0.1299253154777234	23298
009	Ovarian.cancer.cell	ALDH7A1	0.582324663061207	23298
009	Ovarian.cancer.cell	ALDH8A1	0.004893123873293845	23298
009	Ovarian.cancer.cell	ALDH9A1	0.2903253498154348	23298
009	Ovarian.cancer.cell	CD68	0.03742810541677397	23298
009	Ovarian.cancer.cell	NT5E	0.0018456519872950467	23298
009	Ovarian.cancer.cell	PECAM1	0.006438320885912954	23298
009	Ovarian.cancer.cell	PROM1	0.01789853206283801	23298
014	Fibroblast	ALDH16A1	0.1320400500625782	1598
014	Fibroblast	ALDH18A1	0.3973717146433041	1598
014	Fibroblast	ALDH1A1	0.14205256570713393	1598
014	Fibroblast	ALDH1A2	0.1295369211514393	1598
014	Fibroblast	ALDH1A3	0.22715894868585731	1598
014	Fibroblast	ALDH1B1	0.19148936170212766	1598
014	Fibroblast	ALDH1L1	0.01939924906132666	1598
014	Fibroblast	ALDH1L2	0.14643304130162704	1598
014	Fibroblast	ALDH2	0.2327909887359199	1598
014	Fibroblast	ALDH3A1	0.0012515644555694619	1598
014	Fibroblast	ALDH3A2	0.16520650813516896	1598
014	Fibroblast	ALDH3B1	0.09011264080100125	1598
014	Fibroblast	ALDH3B2	0.0012515644555694619	1598
014	Fibroblast	ALDH4A1	0.023153942428035045	1598
014	Fibroblast	ALDH5A1	0.04881101376720901	1598
014	Fibroblast	ALDH6A1	0.155819774718398	1598
014	Fibroblast	ALDH7A1	0.3804755944931164	1598
014	Fibroblast	ALDH8A1	0.030037546933667083	1598
014	Fibroblast	ALDH9A1	0.33729662077596995	1598
014	Fibroblast	CD68	0.23028785982478098	1598
014	Fibroblast	NT5E	0.5450563204005007	1598
014	Fibroblast	PECAM1	0.0025031289111389237	1598
014	Fibroblast	PROM1	0.0018773466833541927	1598
014	Myeloid.cell	ALDH16A1	0.2831207065750736	2038
014	Myeloid.cell	ALDH18A1	0.06084396467124632	2038
014	Myeloid.cell	ALDH1A1	0.07556427870461237	2038
014	Myeloid.cell	ALDH1A2	0.0068694798822374874	2038
014	Myeloid.cell	ALDH1A3	9.813542688910696e-4	2038
014	Myeloid.cell	ALDH1B1	0.04906771344455348	2038
014	Myeloid.cell	ALDH1L1	0.0014720314033366045	2038
014	Myeloid.cell	ALDH1L2	0.016683022571148183	2038
014	Myeloid.cell	ALDH2	0.7497546614327772	2038
014	Myeloid.cell	ALDH3A1	0.0014720314033366045	2038
014	Myeloid.cell	ALDH3A2	0.18351324828263002	2038
014	Myeloid.cell	ALDH3B1	0.21736997055937193	2038
014	Myeloid.cell	ALDH3B2	0	2038
014	Myeloid.cell	ALDH4A1	0.03189401373895977	2038
014	Myeloid.cell	ALDH5A1	0.05937193326790972	2038
014	Myeloid.cell	ALDH6A1	0.10157016683022571	2038
014	Myeloid.cell	ALDH7A1	0.09371933267909716	2038
014	Myeloid.cell	ALDH8A1	0.005397448478900883	2038
014	Myeloid.cell	ALDH9A1	0.3150147203140334	2038
014	Myeloid.cell	CD68	0.8915603532875368	2038
014	Myeloid.cell	NT5E	0.002944062806673209	2038
014	Myeloid.cell	PECAM1	0.6462217860647694	2038
014	Myeloid.cell	PROM1	4.906771344455348e-4	2038
014	Ovarian.cancer.cell	ALDH16A1	0.18277249092514472	10193
014	Ovarian.cancer.cell	ALDH18A1	0.3252231923869322	10193
014	Ovarian.cancer.cell	ALDH1A1	0.2718532326106151	10193
